accepteur,age,credit1M,isFraude,nbTransactions1h,nbTransactions24h,securizedTransaction
AMAZON,46,2700,0,2,2,False
GOOGLE,22,3100,0,2,5,False
AIRFRANCE,61,3000,0,0,1,False
GOOGLE,25,3600,0,2,7,False
EASYJET,73,1100,0,0,0,False
HM,18,600,0,1,1,False
UBER,29,2000,0,1,5,False
LEBONCOIN,45,1065,0,0,1,False
AIRFRANCE,39,2495,0,0,0,False
AMAZON,48,4700,0,0,1,True
AIRFRANCE,56,5700,0,0,1,False
ZARA,72,2100,0,2,2,False
GOOGLE,21,900,0,1,1,False
GOOGLE,23,1900,0,2,9,True
GOOGLE,29,1400,0,1,4,False
HM,37,1400,0,1,3,False
HM,46,2400,0,1,2,False
GOOGLE,22,2400,0,0,6,False
GOOGLE,22,900,0,1,1,False
AIRFRANCE,21,1000,0,4,9,False
LEBONCOIN,22,2200,0,0,0,False
GOOGLE,37,2606,0,1,1,False
GOOGLE,25,3500,0,2,5,False
AIRFRANCE,80,1700,0,0,0,False
LEBONCOIN,41,841,0,0,0,False
UBER,73,2900,0,1,7,False
AIRFRANCE,55,5000,0,0,1,False
GOOGLE,27,2300,0,0,8,True
PAYPAL,42,2100,0,4,6,False
EASYJET,67,1200,0,0,1,False
GOOGLE,52,1600,0,1,8,False
LEBONCOIN,46,637,0,0,1,False
AIRFRANCE,68,1000,0,0,1,True
AMAZON,47,713,0,0,0,False
LEBONCOIN,19,600,0,0,2,False
GOOGLE,23,800,0,0,0,False
AIRFRANCE,58,3400,0,0,0,True
AMAZON,51,7200,0,0,1,False
GOOGLE,22,1000,0,0,1,False
GOOGLE,27,3000,0,2,3,False
PAYPAL,28,2000,0,0,3,False
GOOGLE,88,1500,1,1,2,False
LEBONCOIN,46,2322,0,0,0,False
LEBONCOIN,43,2500,0,0,3,False
AMAZON,45,571,0,0,1,False
AIRFRANCE,63,4300,0,0,1,False
AIRFRANCE,49,4800,0,0,1,False
GOOGLE,39,1105,0,0,1,False
ZARA,35,1500,0,0,2,True
AMAZON,55,3900,0,0,1,False
LEBONCOIN,88,1800,0,0,9,False
LEBONCOIN,22,400,0,1,2,False
GOOGLE,25,1700,0,0,9,False
PAYPAL,26,2330,0,1,1,True
GOOGLE,56,1300,1,3,21,False
GOOGLE,21,800,0,0,2,False
HM,23,500,0,0,0,True
GOOGLE,21,2600,0,0,3,False
AIRFRANCE,82,700,0,0,0,True
PAYPAL,46,2731,0,0,0,False
AIRFRANCE,65,1500,0,0,0,False
UBER,46,2700,0,0,0,True
UBER,26,1600,0,0,4,False
GOOGLE,77,2900,1,4,22,False
GOOGLE,28,3100,0,1,1,True
LEBONCOIN,23,1900,0,0,3,False
LEBONCOIN,38,1400,0,0,1,True
EASYJET,29,2200,0,0,8,True
ZARA,44,3000,0,0,9,False
LEBONCOIN,51,605,0,0,0,False
HM,28,1900,0,0,0,False
AMAZON,48,776,0,0,0,False
GOOGLE,24,1700,0,0,9,True
AIRFRANCE,69,1700,0,2,2,False
PAYPAL,31,1000,0,0,0,False
AIRFRANCE,84,1400,0,0,1,True
EASYJET,37,2330,0,0,0,False
AMAZON,43,3200,0,0,1,True
GOOGLE,20,800,0,0,2,True
AMAZON,40,536,0,0,0,False
HM,40,2000,0,1,1,False
LEBONCOIN,81,900,0,0,6,True
AIRFRANCE,86,800,0,0,1,False
GOOGLE,27,1500,0,1,3,False
GOOGLE,22,2100,0,1,3,False
AMAZON,45,1029,0,0,1,False
LEBONCOIN,25,1400,0,1,8,False
EASYJET,73,900,0,0,1,False
LEBONCOIN,34,2484,0,0,1,True
GOOGLE,45,2100,0,1,3,False
AMAZON,54,5500,0,0,0,False
AMAZON,40,4700,0,0,1,True
ZARA,18,1600,0,2,3,False
LEBONCOIN,28,1500,0,1,7,True
AIRFRANCE,75,1500,0,0,1,False
HM,19,600,0,0,1,False
LEBONCOIN,44,577,0,0,0,False
GOOGLE,45,820,0,0,0,False
HM,38,1600,0,0,3,False
LEBONCOIN,25,2000,0,0,3,False
AMAZON,55,7400,0,0,0,False
AMAZON,44,2364,0,0,0,False
LEBONCOIN,49,724,0,0,1,False
AMAZON,84,2700,0,2,6,False
LEBONCOIN,40,1300,0,1,1,False
UBER,26,1400,0,0,4,False
GOOGLE,37,1800,0,1,9,False
AMAZON,47,2026,0,0,0,False
GOOGLE,52,1595,0,1,1,True
ZARA,86,2000,0,1,3,False
EASYJET,28,1700,0,1,2,False
GOOGLE,20,3100,0,2,6,False
AIRFRANCE,47,6300,0,0,0,False
LEBONCOIN,59,2800,0,2,2,False
HM,18,700,0,0,1,True
GOOGLE,22,3700,0,1,2,False
AIRFRANCE,46,1000,0,0,9,False
GOOGLE,25,3400,0,0,9,False
GOOGLE,48,540,0,0,0,False
AMAZON,30,2600,0,4,7,False
GOOGLE,29,1800,0,1,1,True
AMAZON,48,1037,0,0,1,False
AMAZON,68,3600,0,0,0,True
LEBONCOIN,50,1033,0,0,1,False
AMAZON,43,1128,0,0,1,False
GOOGLE,29,1400,0,1,9,False
GOOGLE,43,522,0,0,1,True
EASYJET,60,1600,0,0,1,True
LEBONCOIN,29,2100,0,1,8,True
PAYPAL,26,2200,0,0,3,False
HM,50,2461,0,0,0,True
AMAZON,57,1800,0,1,7,False
AIRFRANCE,72,2000,0,1,2,True
HM,23,900,0,1,1,False
EASYJET,81,1400,0,0,1,False
LEBONCOIN,23,800,0,0,0,False
GOOGLE,27,2900,0,2,8,True
AMAZON,62,2800,0,0,1,False
HM,41,2500,0,0,2,False
AIRFRANCE,69,900,0,0,0,False
AIRFRANCE,81,1500,0,0,0,True
GOOGLE,23,3100,0,1,6,True
GOOGLE,47,1184,0,0,0,False
LEBONCOIN,22,400,0,0,0,False
AMAZON,39,584,0,0,0,True
ZARA,42,2300,0,1,2,True
GOOGLE,19,3400,0,0,0,False
PAYPAL,28,1900,0,1,2,False
AIRFRANCE,77,1600,0,0,0,True
LEBONCOIN,24,300,0,0,1,True
GOOGLE,24,2300,0,0,6,True
PAYPAL,36,1999,0,1,1,False
PAYPAL,24,2200,0,0,8,False
AIRFRANCE,47,2000,0,1,5,True
AMAZON,72,1400,0,0,3,False
EASYJET,23,1600,0,1,2,True
GOOGLE,40,1062,0,0,0,True
UBER,24,3400,0,0,0,True
AIRFRANCE,57,6900,0,0,0,True
ZARA,21,2100,0,1,3,False
AIRFRANCE,60,1600,0,0,0,False
GOOGLE,21,1000,0,0,2,False
EASYJET,69,800,0,0,0,False
LEBONCOIN,46,723,0,0,1,False
GOOGLE,25,1500,0,1,7,False
ZARA,37,1200,0,1,2,False
ZARA,23,2000,0,0,3,False
AMAZON,58,4700,0,0,0,True
GOOGLE,27,3100,0,0,8,False
GOOGLE,48,1194,0,0,1,False
LEBONCOIN,23,1100,0,1,1,False
AIRFRANCE,55,4200,0,0,1,False
LEBONCOIN,43,779,0,0,1,False
GOOGLE,27,2300,0,0,7,True
AIRFRANCE,82,1100,0,0,0,True
ZARA,31,1654,0,1,1,False
ZARA,24,1800,0,0,1,False
GOOGLE,20,3000,0,2,4,False
AIRFRANCE,42,4600,0,0,1,False
GOOGLE,24,3700,0,1,1,False
LEBONCOIN,45,1823,0,1,1,False
LEBONCOIN,23,2400,0,1,3,False
GOOGLE,19,3800,0,0,1,True
LEBONCOIN,18,700,0,0,2,False
GOOGLE,18,700,0,0,0,True
GOOGLE,38,546,0,0,0,False
ZARA,30,2300,0,1,2,False
GOOGLE,47,548,0,0,1,True
AMAZON,45,3600,0,0,1,True
GOOGLE,25,1600,0,1,7,False
PAYPAL,86,2800,0,0,8,False
AMAZON,38,895,0,0,0,False
GOOGLE,24,2400,0,1,3,True
ZARA,29,2448,0,0,0,False
UBER,24,2300,0,1,2,True
ZARA,40,2400,0,0,1,True
PAYPAL,22,2000,0,1,1,False
AIRFRANCE,71,900,0,0,1,True
GOOGLE,21,600,0,0,0,True
AMAZON,54,4200,0,0,1,True
AIRFRANCE,59,5800,0,0,1,False
GOOGLE,25,2200,0,1,6,False
LEBONCOIN,29,1800,0,0,9,False
LEBONCOIN,44,890,0,0,1,False
EASYJET,64,800,0,0,1,False
AIRFRANCE,66,7100,0,0,0,False
EASYJET,66,1100,0,0,1,False
AMAZON,89,2000,0,3,4,False
AMAZON,67,4000,0,0,0,False
AIRFRANCE,74,900,0,0,0,False
GOOGLE,50,659,0,0,0,True
AIRFRANCE,72,900,0,0,0,False
PAYPAL,31,1964,0,1,1,True
AIRFRANCE,46,4200,0,0,0,False
GOOGLE,26,1400,0,1,1,False
LEBONCOIN,18,1500,0,1,2,False
HM,24,800,0,0,0,False
AMAZON,42,567,0,0,1,True
LEBONCOIN,42,1087,0,0,0,True
LEBONCOIN,20,600,0,0,0,False
HM,37,1700,0,0,0,False
HM,27,2100,0,1,3,True
AIRFRANCE,87,1700,0,0,1,True
EASYJET,72,1100,0,0,1,True
HM,28,2200,0,0,3,False
AMAZON,49,1100,0,0,7,True
AMAZON,43,730,0,0,1,False
PAYPAL,73,3000,0,1,5,False
ZARA,27,1800,0,0,0,True
GOOGLE,47,944,0,0,1,False
UBER,29,2100,0,1,1,False
GOOGLE,25,3200,0,0,5,False
AIRFRANCE,64,1400,0,4,5,False
AIRFRANCE,77,800,0,0,0,False
GOOGLE,28,2400,0,0,2,True
AIRFRANCE,48,7200,0,0,1,True
ZARA,42,2000,0,0,0,True
EASYJET,75,800,0,0,0,False
GOOGLE,18,800,0,1,2,False
EASYJET,70,900,0,0,1,False
EASYJET,85,1600,0,0,0,False
GOOGLE,22,700,0,0,1,False
GOOGLE,23,2800,0,0,6,False
ZARA,40,2200,0,0,1,False
AIRFRANCE,88,1000,0,0,1,True
UBER,32,2076,0,1,1,False
HM,18,600,0,0,1,False
AMAZON,19,1700,0,4,5,False
GOOGLE,36,1828,0,0,0,False
GOOGLE,24,3600,0,0,5,False
GOOGLE,27,2800,0,1,3,False
LEBONCOIN,29,2400,0,0,6,False
GOOGLE,18,500,0,0,0,True
PAYPAL,43,2112,0,1,1,False
GOOGLE,21,2600,0,2,9,False
HM,43,1700,0,1,3,False
LEBONCOIN,22,700,0,0,2,False
EASYJET,22,2000,0,1,7,False
GOOGLE,20,2400,0,1,5,False
ZARA,38,1700,0,0,2,False
PAYPAL,24,2000,0,1,4,False
GOOGLE,28,3800,0,2,2,True
PAYPAL,43,2526,0,1,1,False
AMAZON,47,5900,0,0,0,False
GOOGLE,20,500,0,0,1,False
AIRFRANCE,65,5400,0,0,1,False
AIRFRANCE,45,5200,0,0,0,False
GOOGLE,26,3600,0,2,6,False
GOOGLE,23,1400,0,0,1,False
GOOGLE,19,1900,0,2,3,False
GOOGLE,48,577,0,0,1,True
AMAZON,53,3100,0,2,2,False
AMAZON,56,7300,0,0,1,True
HM,20,1000,0,1,2,False
ZARA,25,1700,0,0,0,False
ZARA,37,1500,0,0,0,False
EASYJET,72,1100,0,0,0,False
GOOGLE,18,1000,0,1,2,False
GOOGLE,25,2400,0,0,7,False
GOOGLE,18,1900,0,1,6,True
AIRFRANCE,45,3700,0,0,1,False
GOOGLE,39,862,0,0,0,False
LEBONCOIN,42,1200,0,0,3,True
AIRFRANCE,64,1500,0,0,1,False
UBER,64,2800,1,1,2,False
LEBONCOIN,51,650,0,0,1,False
GOOGLE,24,1400,0,0,9,False
GOOGLE,20,2900,0,0,1,False
AMAZON,45,2734,0,0,1,False
HM,35,1600,0,1,2,True
GOOGLE,20,1500,0,1,4,False
AIRFRANCE,58,7200,0,0,0,False
ZARA,48,1800,0,0,3,False
UBER,41,1679,0,0,0,False
HM,49,2700,0,1,2,False
ZARA,82,1300,0,2,4,True
LEBONCOIN,49,2600,0,0,0,True
ZARA,33,1900,0,1,1,True
GOOGLE,50,840,0,0,1,True
AIRFRANCE,49,6200,0,0,0,False
GOOGLE,22,2300,0,2,3,False
LEBONCOIN,20,300,0,0,1,False
HM,21,1000,0,0,0,True
AIRFRANCE,75,1000,0,0,1,True
AMAZON,39,930,0,0,1,True
GOOGLE,44,935,0,0,1,False
GOOGLE,23,2900,0,2,5,False
AIRFRANCE,49,900,0,3,5,True
EASYJET,72,1700,0,0,1,False
LEBONCOIN,43,604,0,0,1,False
GOOGLE,24,3500,0,0,7,False
EASYJET,79,1600,0,0,0,True
LEBONCOIN,51,970,0,0,0,False
GOOGLE,48,1057,0,0,0,True
AIRFRANCE,51,4000,0,0,0,False
AMAZON,47,730,0,0,1,False
GOOGLE,73,1500,0,3,3,False
LEBONCOIN,24,800,0,0,1,False
LEBONCOIN,28,2764,0,0,0,False
GOOGLE,19,500,0,0,0,False
EASYJET,77,1700,0,0,0,False
GOOGLE,28,1900,0,0,2,False
GOOGLE,28,1400,0,1,6,True
AIRFRANCE,58,6800,0,0,0,False
PAYPAL,76,3500,0,4,7,False
AMAZON,47,800,0,0,0,False
GOOGLE,24,3300,0,2,9,False
ZARA,27,2470,0,0,0,False
GOOGLE,26,3500,0,0,0,False
EASYJET,46,2026,0,0,0,False
GOOGLE,49,867,0,0,0,False
GOOGLE,49,985,0,0,1,False
AIRFRANCE,63,800,0,0,1,False
GOOGLE,19,3200,0,2,9,False
GOOGLE,23,3800,0,1,5,False
AIRFRANCE,87,900,0,0,1,False
EASYJET,26,1900,0,0,2,False
AIRFRANCE,29,2787,0,0,1,False
ZARA,21,2000,0,0,0,False
HM,23,400,0,0,0,False
AIRFRANCE,60,800,0,0,0,False
GOOGLE,19,1900,0,1,7,False
GOOGLE,19,3900,0,2,9,False
LEBONCOIN,20,800,0,1,1,False
EASYJET,86,1600,0,0,0,True
GOOGLE,24,1400,0,2,8,False
AIRFRANCE,37,2300,0,3,8,False
HM,37,2628,0,1,1,True
ZARA,56,700,0,0,8,True
LEBONCOIN,26,1600,0,0,7,False
AMAZON,40,989,0,0,1,False
UBER,25,2100,0,1,1,False
EASYJET,65,1500,0,0,0,False
PAYPAL,36,2650,0,0,0,True
HM,33,1400,0,1,2,True
HM,19,300,0,1,2,False
LEBONCOIN,39,851,0,0,1,False
AIRFRANCE,87,800,0,0,1,True
AMAZON,44,2394,0,1,1,False
AIRFRANCE,77,1100,0,0,1,False
PAYPAL,28,2200,0,0,1,False
AIRFRANCE,65,800,0,0,1,True
GOOGLE,41,622,0,0,1,True
ZARA,42,1500,0,1,1,False
PAYPAL,42,900,0,4,4,True
GOOGLE,39,1300,0,0,0,False
GOOGLE,20,2200,0,1,6,True
GOOGLE,24,2800,0,0,5,False
EASYJET,81,1500,0,0,1,True
HM,34,1557,0,0,0,False
GOOGLE,48,1151,0,0,1,True
AIRFRANCE,42,7600,0,0,0,False
LEBONCOIN,28,1700,0,1,2,True
AMAZON,40,1145,0,0,0,False
GOOGLE,19,400,0,0,2,False
AMAZON,48,1100,0,2,6,False
LEBONCOIN,22,400,0,0,0,False
LEBONCOIN,18,700,0,1,1,False
UBER,55,800,0,2,2,True
GOOGLE,18,1600,0,2,2,True
GOOGLE,27,3400,0,1,3,False
AMAZON,40,917,0,0,1,True
GOOGLE,22,3900,0,2,4,True
GOOGLE,45,962,0,0,1,False
HM,40,1300,0,0,0,False
PAYPAL,24,1900,0,0,3,True
GOOGLE,50,1193,0,0,0,True
AIRFRANCE,41,2600,0,0,1,True
EASYJET,83,900,0,0,1,False
GOOGLE,19,3700,0,1,3,False
AMAZON,61,6000,0,0,0,True
UBER,73,2500,0,3,9,False
UBER,40,2060,0,0,0,False
AMAZON,66,6700,0,0,1,False
ZARA,32,2100,0,0,0,False
LEBONCOIN,21,1300,0,0,3,False
GOOGLE,26,1900,0,1,6,True
HM,19,700,0,0,1,False
AIRFRANCE,34,2600,0,1,2,False
GOOGLE,29,1400,0,2,2,False
GOOGLE,20,900,0,0,2,True
EASYJET,80,800,0,0,0,False
GOOGLE,20,1900,0,0,0,True
AMAZON,46,5000,0,0,1,False
EASYJET,69,1400,0,0,0,False
ZARA,61,1200,0,2,2,False
AIRFRANCE,69,1300,0,0,1,False
EASYJET,63,700,0,0,0,False
AIRFRANCE,80,1500,0,0,0,False
AMAZON,22,1900,0,3,9,True
LEBONCOIN,23,2200,0,1,3,False
LEBONCOIN,46,2534,0,1,1,False
AIRFRANCE,80,1300,0,0,0,False
HM,41,1800,0,1,3,False
HM,18,500,0,0,2,False
UBER,27,2100,0,0,7,True
LEBONCOIN,48,640,0,0,1,False
GOOGLE,42,683,0,0,1,False
AIRFRANCE,51,2400,0,0,1,False
AIRFRANCE,69,7600,0,0,0,False
EASYJET,48,2101,0,1,1,False
GOOGLE,21,600,0,0,0,False
GOOGLE,20,2200,0,2,7,True
AMAZON,45,4000,0,0,1,False
LEBONCOIN,40,1122,0,0,1,False
GOOGLE,20,900,0,0,0,False
LEBONCOIN,23,1100,0,0,0,False
AMAZON,55,2600,0,0,1,False
GOOGLE,22,2100,0,2,8,True
LEBONCOIN,28,2000,0,1,6,False
GOOGLE,40,867,0,0,0,False
HM,38,2169,0,0,0,True
LEBONCOIN,45,853,0,0,1,False
AIRFRANCE,50,4300,0,0,0,False
AIRFRANCE,81,1500,0,0,1,False
GOOGLE,19,800,0,0,2,False
PAYPAL,35,2235,0,0,0,True
GOOGLE,18,2900,0,1,3,False
HM,27,1800,0,0,0,False
AMAZON,72,3100,1,0,2,False
AMAZON,28,1600,0,0,0,True
LEBONCOIN,23,1700,0,0,2,False
GOOGLE,21,2100,0,2,6,False
EASYJET,42,2356,0,0,0,False
GOOGLE,24,2100,0,1,4,False
PAYPAL,28,2400,0,0,0,True
ZARA,34,1907,0,0,0,False
HM,22,300,0,0,0,False
ZARA,23,2300,0,1,1,False
HM,18,900,0,0,0,False
GOOGLE,38,727,0,0,0,False
LEBONCOIN,43,613,0,0,0,False
AIRFRANCE,68,4700,0,0,1,False
AIRFRANCE,58,7700,0,0,0,False
ZARA,28,1800,0,1,1,False
AMAZON,48,4500,0,0,0,False
AIRFRANCE,50,2500,0,0,1,True
AIRFRANCE,40,4700,0,0,1,False
EASYJET,89,1200,0,0,1,False
HM,37,1500,0,1,3,True
GOOGLE,21,3100,0,0,0,False
PAYPAL,48,1900,0,1,1,True
AMAZON,22,1600,1,3,7,False
GOOGLE,34,1700,0,3,4,True
GOOGLE,22,1000,0,1,2,False
AIRFRANCE,51,7000,0,0,1,False
EASYJET,31,2715,0,0,0,False
PAYPAL,29,1800,0,0,1,False
GOOGLE,24,1400,0,0,6,False
LEBONCOIN,46,1300,0,0,2,True
GOOGLE,24,1600,0,0,6,False
UBER,38,1664,0,0,0,False
HM,24,600,0,0,0,False
PAYPAL,25,2400,0,0,0,True
LEBONCOIN,27,2613,0,0,0,False
HM,34,2500,0,1,1,True
EASYJET,63,1100,0,0,1,True
LEBONCOIN,20,800,0,0,1,False
LEBONCOIN,28,1500,0,0,0,False
AMAZON,33,2455,0,0,1,False
EASYJET,25,2400,0,1,2,False
EASYJET,61,1200,0,0,0,True
LEBONCOIN,25,1400,0,0,2,False
UBER,71,3200,0,2,9,False
GOOGLE,26,2400,0,1,1,False
EASYJET,60,800,0,0,1,True
GOOGLE,22,900,0,0,2,False
AMAZON,50,7700,0,0,1,True
AMAZON,49,1083,0,0,1,False
EASYJET,83,1100,0,0,1,False
AIRFRANCE,70,1400,0,0,1,False
GOOGLE,21,2900,0,1,9,False
LEBONCOIN,29,2000,0,1,3,False
LEBONCOIN,34,3000,0,0,4,False
GOOGLE,24,2500,0,2,2,False
AMAZON,69,7400,0,0,0,False
AMAZON,30,2517,0,0,0,True
ZARA,48,1800,0,1,2,False
AMAZON,32,2564,0,0,0,False
GOOGLE,23,300,0,0,1,False
LEBONCOIN,21,400,0,0,2,False
EASYJET,75,1500,0,0,1,False
HM,24,2600,0,0,3,False
GOOGLE,18,500,0,0,1,False
ZARA,30,2300,0,1,3,True
HM,24,800,0,1,1,False
AMAZON,31,1500,0,2,6,False
AMAZON,40,1061,0,0,0,False
AMAZON,47,4900,0,0,0,False
AIRFRANCE,35,2746,0,0,0,False
GOOGLE,19,3400,0,1,2,False
AIRFRANCE,61,1700,0,0,0,False
HM,19,300,0,0,1,False
HM,21,300,0,0,2,True
EASYJET,77,1000,0,0,1,False
UBER,27,1900,0,0,4,False
AMAZON,32,2200,0,4,6,False
HM,28,1700,0,1,1,False
AMAZON,48,4900,0,0,1,True
GOOGLE,46,825,0,0,0,False
LEBONCOIN,28,2300,0,1,2,False
ZARA,32,2700,0,0,2,False
HM,35,1500,0,1,3,False
ZARA,54,700,0,4,5,False
EASYJET,62,900,0,0,1,False
AMAZON,66,7400,0,0,0,False
LEBONCOIN,23,400,0,0,0,False
HM,28,1900,0,1,1,False
AIRFRANCE,60,1000,0,0,1,False
GOOGLE,18,2000,0,1,7,False
GOOGLE,38,651,0,0,0,True
HM,49,2500,0,1,3,False
GOOGLE,46,2800,0,3,7,True
GOOGLE,29,2800,0,0,6,True
GOOGLE,18,2200,0,0,0,False
HM,33,1500,0,1,1,False
LEBONCOIN,49,1075,0,0,0,False
LEBONCOIN,20,300,0,0,1,False
LEBONCOIN,22,900,0,0,1,False
ZARA,33,2600,0,0,1,False
HM,22,400,0,0,1,False
LEBONCOIN,35,1600,0,1,1,False
EASYJET,83,800,0,0,1,False
LEBONCOIN,49,2395,0,1,1,True
LEBONCOIN,18,900,0,1,2,False
ZARA,48,2200,0,1,2,False
AIRFRANCE,77,900,0,0,0,False
GOOGLE,70,800,1,0,4,False
AIRFRANCE,66,5900,0,0,0,False
HM,50,1881,0,0,1,True
LEBONCOIN,20,1200,0,0,0,False
LEBONCOIN,42,1104,0,0,1,False
PAYPAL,23,1900,0,1,6,True
HM,42,1703,0,0,0,False
AMAZON,50,2500,0,0,1,False
LEBONCOIN,47,1186,0,0,1,False
LEBONCOIN,43,536,0,0,0,True
PAYPAL,28,1900,0,0,8,True
GOOGLE,18,3500,0,1,2,True
GOOGLE,23,500,0,0,2,False
HM,32,1700,0,1,1,False
GOOGLE,24,900,0,0,0,False
GOOGLE,26,3500,0,1,5,False
AIRFRANCE,66,5000,0,0,0,False
GOOGLE,34,1972,0,0,0,False
AIRFRANCE,42,4600,0,0,0,True
LEBONCOIN,40,504,0,0,0,True
ZARA,48,2600,0,3,3,True
GOOGLE,19,500,0,1,2,True
GOOGLE,25,2000,0,0,8,True
AIRFRANCE,58,5100,0,0,0,False
LEBONCOIN,21,500,0,0,2,True
AMAZON,38,773,0,0,0,False
AIRFRANCE,80,800,0,2,2,False
AIRFRANCE,52,4400,0,0,1,False
AIRFRANCE,66,3300,0,0,0,True
AMAZON,45,971,0,0,0,True
EASYJET,82,1100,0,0,0,False
AIRFRANCE,77,1200,0,0,0,False
GOOGLE,27,1800,0,1,5,False
HM,32,2100,0,1,2,True
ZARA,46,2200,0,0,3,False
GOOGLE,18,1000,0,0,2,False
AIRFRANCE,62,4500,0,0,0,False
EASYJET,78,1000,0,0,1,False
GOOGLE,24,800,0,0,2,False
GOOGLE,22,2200,0,0,2,False
PAYPAL,24,2000,0,1,8,False
GOOGLE,48,537,0,0,0,True
HM,19,300,0,0,2,False
GOOGLE,23,1800,0,0,2,False
ZARA,21,2100,0,1,1,False
ZARA,31,2302,0,0,0,False
LEBONCOIN,22,2600,0,1,3,False
LEBONCOIN,22,400,0,0,0,True
LEBONCOIN,21,2500,0,0,0,False
AIRFRANCE,69,700,0,0,1,True
GOOGLE,84,2400,0,4,7,False
ZARA,23,2000,0,1,1,False
HM,40,2600,0,0,0,False
AMAZON,55,6900,0,0,1,True
UBER,25,1700,0,1,7,False
EASYJET,43,2028,0,0,0,False
LEBONCOIN,29,1800,0,1,1,False
UBER,26,1900,0,0,9,False
GOOGLE,28,3700,0,2,7,False
GOOGLE,20,1200,0,0,0,False
HM,21,1000,0,0,1,False
LEBONCOIN,41,575,0,0,0,False
UBER,28,1500,0,0,4,False
LEBONCOIN,21,1100,0,1,2,False
HM,18,800,0,0,2,False
PAYPAL,25,1900,0,0,2,True
AIRFRANCE,89,1000,0,0,0,False
AMAZON,76,3400,0,1,7,False
EASYJET,24,2000,0,1,3,False
LEBONCOIN,21,1500,0,1,2,False
HM,23,900,0,1,2,False
AMAZON,67,7100,0,0,0,False
HM,49,1500,0,1,1,False
AMAZON,46,515,0,0,1,True
AIRFRANCE,75,1200,0,0,0,True
AMAZON,41,849,0,0,1,False
LEBONCOIN,48,1153,0,0,0,False
GOOGLE,28,2300,0,0,4,False
HM,48,1600,0,0,2,False
GOOGLE,19,2700,0,0,8,False
GOOGLE,51,687,0,0,1,False
HM,21,700,0,0,1,False
GOOGLE,27,3600,0,0,6,False
AMAZON,44,4700,0,0,1,False
AIRFRANCE,45,5800,0,0,0,False
GOOGLE,25,3000,0,2,6,False
GOOGLE,26,2600,0,2,8,False
GOOGLE,29,3900,0,2,6,False
ZARA,47,2247,0,1,1,False
LEBONCOIN,27,1500,0,0,5,False
PAYPAL,25,2252,0,0,1,False
UBER,52,3300,0,3,3,False
GOOGLE,19,2000,0,1,3,False
EASYJET,76,1700,0,0,1,False
HM,24,700,0,0,0,False
LEBONCOIN,43,1170,0,0,0,True
EASYJET,71,700,0,0,0,False
AMAZON,51,867,0,0,0,False
GOOGLE,24,900,0,0,1,True
AMAZON,45,2700,0,0,7,True
AMAZON,51,743,0,0,0,False
AMAZON,29,1843,0,1,1,False
AMAZON,42,790,0,0,0,False
GOOGLE,23,500,0,0,0,False
PAYPAL,26,1700,0,1,2,False
LEBONCOIN,19,400,0,0,1,False
AIRFRANCE,88,800,0,0,0,False
ZARA,37,1300,0,1,3,False
AIRFRANCE,59,4100,0,0,1,False
EASYJET,24,1600,0,1,6,False
ZARA,42,1200,0,1,2,False
AIRFRANCE,61,1000,0,0,1,False
AIRFRANCE,75,1600,0,0,0,True
UBER,45,2400,0,0,0,False
HM,36,1900,0,1,3,True
LEBONCOIN,18,700,0,0,2,False
GOOGLE,45,1171,0,0,1,False
GOOGLE,18,3100,0,0,5,True
GOOGLE,46,733,0,0,0,True
AMAZON,87,1900,0,4,4,False
AMAZON,49,1191,0,0,0,False
AIRFRANCE,55,5100,0,0,0,True
HM,23,500,0,1,2,True
GOOGLE,23,600,0,1,2,False
HM,49,1400,0,1,1,False
ZARA,73,1800,0,1,1,False
LEBONCOIN,41,1400,0,0,0,False
LEBONCOIN,28,1500,0,0,9,False
HM,23,600,0,0,2,False
HM,21,2600,0,1,2,False
GOOGLE,50,899,0,0,0,False
ZARA,44,1300,0,1,3,False
GOOGLE,38,893,0,0,0,False
GOOGLE,48,914,0,0,0,False
GOOGLE,25,1700,0,1,2,False
LEBONCOIN,28,1700,0,0,1,False
GOOGLE,28,2200,0,1,9,False
AIRFRANCE,25,1800,0,0,0,False
GOOGLE,25,3900,0,2,2,False
ZARA,35,2100,0,0,0,False
GOOGLE,27,3600,0,2,3,True
EASYJET,23,2200,0,1,4,False
LEBONCOIN,23,700,0,0,2,False
LEBONCOIN,44,2159,0,0,1,False
GOOGLE,28,3000,0,1,8,False
HM,24,1000,0,0,2,False
LEBONCOIN,38,860,0,0,0,False
AMAZON,41,965,0,0,1,False
UBER,32,2400,0,4,5,False
HM,30,1864,0,1,1,True
GOOGLE,25,3900,0,0,0,False
ZARA,33,2100,0,1,2,False
GOOGLE,20,900,0,1,1,False
AMAZON,52,5600,0,0,1,False
AIRFRANCE,68,5800,0,0,1,False
HM,22,700,0,0,0,False
GOOGLE,46,1764,0,0,1,False
LEBONCOIN,44,659,0,0,0,False
AIRFRANCE,48,2600,0,0,0,False
GOOGLE,20,300,0,0,1,False
HM,41,2300,0,0,3,True
LEBONCOIN,43,1146,0,0,1,False
LEBONCOIN,22,600,0,0,2,False
AIRFRANCE,60,5000,0,0,0,False
LEBONCOIN,46,946,0,0,0,False
EASYJET,72,700,0,0,1,False
LEBONCOIN,34,2500,0,1,1,True
GOOGLE,20,1000,0,1,1,False
